questao,idioma,gabarito,resposta,A,B,C,D,E,NA
25,portuguese,B,B,0.07547169811320754,0.9245283018867925,0.0,0.0,0.0,0.0
26,portuguese,A,A,1.0,0.0,0.0,0.0,0.0,0.0
27,portuguese,B,C,0.0,0.0660377358490566,0.8113207547169812,0.12264150943396226,0.0,0.0
28,portuguese,E,A,1.0,0.0,0.0,0.0,0.0,0.0
29,portuguese,E,A,1.0,0.0,0.0,0.0,0.0,0.0
30,portuguese,C,D,0.0,0.0,0.0,1.0,0.0,0.0
31,portuguese,E,E,0.04716981132075472,0.0,0.0,0.0,0.9528301886792453,0.0
32,portuguese,B,B,0.04716981132075472,0.9528301886792453,0.0,0.0,0.0,0.0
33,portuguese,E,E,0.0660377358490566,0.0,0.0,0.0,0.9339622641509434,0.0
34,portuguese,E,A,1.0,0.0,0.0,0.0,0.0,0.0
35,portuguese,D,D,0.009433962264150943,0.0,0.0,0.9905660377358491,0.0,0.0
36,portuguese,C,C,0.04716981132075472,0.0,0.9528301886792453,0.0,0.0,0.0
37,portuguese,A,A,1.0,0.0,0.0,0.0,0.0,0.0
38,portuguese,D,D,0.0660377358490566,0.0,0.0,0.9339622641509434,0.0,0.0
39,portuguese,B,B,0.0,1.0,0.0,0.0,0.0,0.0
40,portuguese,D,D,0.018867924528301886,0.0,0.0,0.9811320754716981,0.0,0.0
41,portuguese,B,B,0.03773584905660377,0.9622641509433962,0.0,0.0,0.0,0.0
42,portuguese,D,D,0.0,0.0,0.0,1.0,0.0,0.0
43,portuguese,B,A,0.3867924528301887,0.3490566037735849,0.0,0.0,0.2641509433962264,0.0
44,portuguese,A,A,1.0,0.0,0.0,0.0,0.0,0.0
45,portuguese,A,A,1.0,0.0,0.0,0.0,0.0,0.0
46,portuguese,C,C,0.0,0.0,1.0,0.0,0.0,0.0
47,portuguese,B,B,0.04716981132075472,0.9528301886792453,0.0,0.0,0.0,0.0
48,portuguese,E,E,0.0,0.0,0.0,0.0,1.0,0.0
49,portuguese,C,C,0.0,0.0,1.0,0.0,0.0,0.0
50,portuguese,A,A,1.0,0.0,0.0,0.0,0.0,0.0
51,portuguese,B,B,0.0,1.0,0.0,0.0,0.0,0.0
52,portuguese,B,B,0.0,1.0,0.0,0.0,0.0,0.0
53,portuguese,C,C,0.0,0.0,1.0,0.0,0.0,0.0
54,portuguese,D,D,0.09433962264150944,0.0,0.0,0.9056603773584906,0.0,0.0
55,portuguese,E,C,0.10377358490566038,0.0,0.44339622641509435,0.37735849056603776,0.0,0.07547169811320754
56,portuguese,A,A,1.0,0.0,0.0,0.0,0.0,0.0
57,portuguese,C,C,0.018867924528301886,0.0,0.9811320754716981,0.0,0.0,0.0
58,portuguese,D,D,0.0,0.0,0.0,1.0,0.0,0.0
59,portuguese,C,C,0.03773584905660377,0.0,0.9622641509433962,0.0,0.0,0.0
60,portuguese,E,E,0.0,0.0,0.0,0.0,1.0,0.0
61,portuguese,D,D,0.0,0.0,0.0,1.0,0.0,0.0
62,portuguese,A,A,1.0,0.0,0.0,0.0,0.0,0.0
63,portuguese,A,A,1.0,0.0,0.0,0.0,0.0,0.0
64,portuguese,A,A,0.6698113207547169,0.0,0.0,0.330188679245283,0.0,0.0
65,portuguese,D,D,0.0,0.0,0.0,1.0,0.0,0.0
66,portuguese,B,B,0.02830188679245283,0.9716981132075472,0.0,0.0,0.0,0.0
67,portuguese,C,B,0.27358490566037735,0.7264150943396226,0.0,0.0,0.0,0.0
68,portuguese,D,D,0.0,0.0,0.0,1.0,0.0,0.0
69,portuguese,D,D,0.03773584905660377,0.0,0.0,0.9622641509433962,0.0,0.0
70,portuguese,A,A,0.9905660377358491,0.0,0.0,0.0,0.0,0.009433962264150943
71,portuguese,E,E,0.0,0.0,0.0,0.0,1.0,0.0
72,portuguese,C,C,0.0,0.0,1.0,0.0,0.0,0.0
73,portuguese,B,B,0.24528301886792453,0.7169811320754716,0.0,0.03773584905660377,0.0,0.0
74,portuguese,A,A,0.9245283018867925,0.0,0.0,0.0,0.07547169811320754,0.0
75,portuguese,B,B,0.0,1.0,0.0,0.0,0.0,0.0
76,portuguese,A,A,1.0,0.0,0.0,0.0,0.0,0.0
77,portuguese,E,E,0.0,0.0,0.0,0.0,1.0,0.0
78,portuguese,C,C,0.018867924528301886,0.0,0.9811320754716981,0.0,0.0,0.0
79,portuguese,B,B,0.0,1.0,0.0,0.0,0.0,0.0
80,portuguese,E,E,0.0,0.0,0.0,0.14150943396226415,0.8584905660377359,0.0
81,portuguese,B,B,0.05660377358490566,0.9433962264150944,0.0,0.0,0.0,0.0
82,portuguese,A,A,1.0,0.0,0.0,0.0,0.0,0.0
83,portuguese,E,E,0.0,0.0,0.12264150943396226,0.0,0.8773584905660378,0.0
84,portuguese,E,E,0.0,0.0,0.0,0.0,1.0,0.0
85,portuguese,D,D,0.018867924528301886,0.0,0.0,0.9811320754716981,0.0,0.0
86,portuguese,A,A,1.0,0.0,0.0,0.0,0.0,0.0
87,portuguese,D,D,0.08490566037735849,0.0,0.0,0.9150943396226415,0.0,0.0
88,portuguese,E,E,0.0,0.0,0.0,0.0,1.0,0.0
89,portuguese,A,A,1.0,0.0,0.0,0.0,0.0,0.0
90,portuguese,B,B,0.02830188679245283,0.9716981132075472,0.0,0.0,0.0,0.0
91,portuguese,D,D,0.02830188679245283,0.0,0.0,0.9716981132075472,0.0,0.0
92,portuguese,D,B,0.3867924528301887,0.4528301886792453,0.04716981132075472,0.05660377358490566,0.0,0.05660377358490566
93,portuguese,E,E,0.08490566037735849,0.0,0.0,0.0,0.9150943396226415,0.0
94,portuguese,C,C,0.16981132075471697,0.0,0.8301886792452831,0.0,0.0,0.0
95,portuguese,D,A,0.5,0.0,0.018867924528301886,0.4811320754716981,0.0,0.0
96,portuguese,B,A,0.839622641509434,0.018867924528301886,0.14150943396226415,0.0,0.0,0.0
97,portuguese,E,E,0.018867924528301886,0.0,0.0,0.0,0.9811320754716981,0.0
98,portuguese,A,E,0.14150943396226415,0.05660377358490566,0.02830188679245283,0.29245283018867924,0.4811320754716981,0.0
99,portuguese,C,D,0.12264150943396226,0.0,0.20754716981132076,0.4811320754716981,0.1792452830188679,0.009433962264150943
100,portuguese,C,C,0.08490566037735849,0.0,0.8773584905660378,0.0,0.03773584905660377,0.0
101,portuguese,A,A,1.0,0.0,0.0,0.0,0.0,0.0
102,portuguese,E,A,0.7641509433962265,0.0,0.0,0.0,0.2358490566037736,0.0
103,portuguese,B,B,0.04716981132075472,0.9528301886792453,0.0,0.0,0.0,0.0
104,portuguese,E,E,0.33962264150943394,0.0,0.0,0.0,0.660377358490566,0.0
105,portuguese,A,B,0.14150943396226415,0.4716981132075472,0.2830188679245283,0.02830188679245283,0.05660377358490566,0.018867924528301886
106,portuguese,E,C,0.25471698113207547,0.2169811320754717,0.36792452830188677,0.009433962264150943,0.1320754716981132,0.018867924528301886
107,portuguese,B,C,0.12264150943396226,0.05660377358490566,0.7075471698113207,0.07547169811320754,0.03773584905660377,0.0
108,portuguese,B,A,0.7358490566037735,0.03773584905660377,0.04716981132075472,0.11320754716981132,0.02830188679245283,0.03773584905660377
109,portuguese,C,A,0.5471698113207547,0.0,0.4528301886792453,0.0,0.0,0.0
110,portuguese,C,C,0.0,0.0,1.0,0.0,0.0,0.0
111,portuguese,D,C,0.0,0.0,0.9150943396226415,0.08490566037735849,0.0,0.0
112,portuguese,D,D,0.05660377358490566,0.0,0.0,0.9433962264150944,0.0,0.0
113,portuguese,C,C,0.04716981132075472,0.0,0.9528301886792453,0.0,0.0,0.0
114,portuguese,B,D,0.12264150943396226,0.27358490566037735,0.19811320754716982,0.36792452830188677,0.009433962264150943,0.02830188679245283
115,portuguese,D,A,0.5849056603773585,0.018867924528301886,0.0660377358490566,0.2169811320754717,0.11320754716981132,0.0
116,portuguese,D,D,0.10377358490566038,0.0,0.0,0.8962264150943396,0.0,0.0
117,portuguese,A,A,0.6132075471698113,0.04716981132075472,0.0,0.0,0.32075471698113206,0.018867924528301886
118,portuguese,C,C,0.1792452830188679,0.0,0.6886792452830188,0.03773584905660377,0.09433962264150944,0.0
119,portuguese,B,D,0.18867924528301888,0.2169811320754717,0.1792452830188679,0.37735849056603776,0.0,0.03773584905660377
120,portuguese,E,E,0.02830188679245283,0.0,0.0,0.0,0.9716981132075472,0.0
121,portuguese,A,A,0.5094339622641509,0.10377358490566038,0.04716981132075472,0.0,0.330188679245283,0.009433962264150943
122,portuguese,C,A,0.6792452830188679,0.0,0.2169811320754717,0.009433962264150943,0.0,0.09433962264150944
123,portuguese,E,NA,0.25471698113207547,0.0660377358490566,0.10377358490566038,0.018867924528301886,0.14150943396226415,0.41509433962264153
124,portuguese,A,A,1.0,0.0,0.0,0.0,0.0,0.0
125,portuguese,B,B,0.32075471698113206,0.5283018867924528,0.0,0.10377358490566038,0.009433962264150943,0.03773584905660377
126,portuguese,C,A,0.3018867924528302,0.03773584905660377,0.2641509433962264,0.22641509433962265,0.16981132075471697,0.0
127,portuguese,E,D,0.10377358490566038,0.0,0.0,0.6132075471698113,0.24528301886792453,0.03773584905660377
128,portuguese,A,A,0.39622641509433965,0.1509433962264151,0.0,0.0660377358490566,0.04716981132075472,0.33962264150943394
129,portuguese,B,B,0.1320754716981132,0.6886792452830188,0.08490566037735849,0.09433962264150944,0.0,0.0
130,portuguese,E,A,0.9056603773584906,0.0,0.0,0.0,0.09433962264150944,0.0
131,portuguese,D,A,0.46226415094339623,0.27358490566037735,0.18867924528301888,0.05660377358490566,0.018867924528301886,0.0
132,portuguese,A,A,0.9716981132075472,0.0,0.0,0.0,0.02830188679245283,0.0
133,portuguese,D,D,0.018867924528301886,0.0,0.0,0.9811320754716981,0.0,0.0
134,portuguese,B,A,0.6320754716981132,0.18867924528301888,0.05660377358490566,0.07547169811320754,0.02830188679245283,0.018867924528301886
135,portuguese,A,A,0.7641509433962265,0.0,0.0,0.0,0.2169811320754717,0.018867924528301886
136,portuguese,B,B,0.16037735849056603,0.660377358490566,0.018867924528301886,0.16037735849056603,0.0,0.0
137,portuguese,E,D,0.09433962264150944,0.32075471698113206,0.07547169811320754,0.41509433962264153,0.05660377358490566,0.03773584905660377
138,portuguese,E,E,0.0,0.0,0.0,0.2641509433962264,0.7358490566037735,0.0
139,portuguese,D,D,0.09433962264150944,0.009433962264150943,0.16981132075471697,0.6792452830188679,0.04716981132075472,0.0
140,portuguese,A,D,0.2169811320754717,0.0,0.33962264150943394,0.4339622641509434,0.0,0.009433962264150943
141,portuguese,E,D,0.1509433962264151,0.03773584905660377,0.24528301886792453,0.5188679245283019,0.04716981132075472,0.0
142,portuguese,A,D,0.09433962264150944,0.16981132075471697,0.09433962264150944,0.4811320754716981,0.16037735849056603,0.0
143,portuguese,B,D,0.37735849056603776,0.05660377358490566,0.04716981132075472,0.5,0.018867924528301886,0.0
144,portuguese,D,D,0.0,0.0,0.09433962264150944,0.7075471698113207,0.16981132075471697,0.02830188679245283
145,portuguese,D,A,0.3584905660377358,0.08490566037735849,0.1320754716981132,0.2641509433962264,0.12264150943396226,0.03773584905660377
146,portuguese,C,B,0.2358490566037736,0.36792452830188677,0.2169811320754717,0.05660377358490566,0.0,0.12264150943396226
147,portuguese,E,D,0.3490566037735849,0.2358490566037736,0.0,0.41509433962264153,0.0,0.0
148,portuguese,B,D,0.18867924528301888,0.02830188679245283,0.2358490566037736,0.5094339622641509,0.03773584905660377,0.0
149,portuguese,D,A,0.4716981132075472,0.33962264150943394,0.03773584905660377,0.10377358490566038,0.04716981132075472,0.0
150,portuguese,B,A,0.9433962264150944,0.02830188679245283,0.0,0.0,0.0,0.02830188679245283
151,portuguese,A,D,0.0660377358490566,0.16037735849056603,0.1320754716981132,0.5943396226415094,0.02830188679245283,0.018867924528301886
152,portuguese,A,C,0.1792452830188679,0.16981132075471697,0.49056603773584906,0.0,0.03773584905660377,0.12264150943396226
153,portuguese,A,D,0.09433962264150944,0.0,0.02830188679245283,0.7924528301886793,0.08490566037735849,0.0
154,portuguese,A,A,0.7264150943396226,0.25471698113207547,0.0,0.0,0.0,0.018867924528301886
155,portuguese,A,C,0.14150943396226415,0.009433962264150943,0.6037735849056604,0.22641509433962265,0.009433962264150943,0.009433962264150943
156,portuguese,C,C,0.05660377358490566,0.07547169811320754,0.5754716981132075,0.10377358490566038,0.1792452830188679,0.009433962264150943
157,portuguese,anulada,D,0.009433962264150943,0.0,0.009433962264150943,0.9622641509433962,0.018867924528301886,0.0
158,portuguese,C,D,0.05660377358490566,0.0,0.009433962264150943,0.9339622641509434,0.0,0.0
159,portuguese,B,A,0.9245283018867925,0.0660377358490566,0.0,0.0,0.0,0.009433962264150943
160,portuguese,C,D,0.05660377358490566,0.009433962264150943,0.2641509433962264,0.4528301886792453,0.2169811320754717,0.0
161,portuguese,C,C,0.22641509433962265,0.2358490566037736,0.4339622641509434,0.09433962264150944,0.0,0.009433962264150943
162,portuguese,C,D,0.0,0.32075471698113206,0.10377358490566038,0.49056603773584906,0.04716981132075472,0.03773584905660377
163,portuguese,B,C,0.16981132075471697,0.33962264150943394,0.4811320754716981,0.0,0.009433962264150943,0.0
164,portuguese,C,D,0.24528301886792453,0.04716981132075472,0.1792452830188679,0.4528301886792453,0.009433962264150943,0.0660377358490566
165,portuguese,C,A,0.39622641509433965,0.1320754716981132,0.16037735849056603,0.2830188679245283,0.009433962264150943,0.018867924528301886
166,portuguese,D,NA,0.02830188679245283,0.12264150943396226,0.009433962264150943,0.24528301886792453,0.2641509433962264,0.330188679245283
167,portuguese,B,D,0.05660377358490566,0.14150943396226415,0.19811320754716982,0.3113207547169811,0.09433962264150944,0.19811320754716982
168,portuguese,D,A,0.32075471698113206,0.009433962264150943,0.14150943396226415,0.19811320754716982,0.2830188679245283,0.04716981132075472
169,portuguese,E,D,0.14150943396226415,0.02830188679245283,0.37735849056603776,0.4056603773584906,0.03773584905660377,0.009433962264150943
170,portuguese,E,D,0.1320754716981132,0.11320754716981132,0.1792452830188679,0.5,0.07547169811320754,0.0
171,portuguese,C,D,0.11320754716981132,0.0,0.32075471698113206,0.5471698113207547,0.009433962264150943,0.009433962264150943
172,portuguese,B,C,0.25471698113207547,0.18867924528301888,0.3113207547169811,0.2169811320754717,0.02830188679245283,0.0
173,portuguese,D,D,0.02830188679245283,0.03773584905660377,0.0,0.8490566037735849,0.05660377358490566,0.02830188679245283
174,portuguese,C,D,0.10377358490566038,0.2169811320754717,0.14150943396226415,0.4811320754716981,0.05660377358490566,0.0
175,portuguese,A,A,0.5094339622641509,0.1792452830188679,0.09433962264150944,0.1320754716981132,0.03773584905660377,0.04716981132075472
176,portuguese,B,C,0.10377358490566038,0.37735849056603776,0.46226415094339623,0.04716981132075472,0.0,0.009433962264150943
177,portuguese,E,A,0.3867924528301887,0.1320754716981132,0.11320754716981132,0.33962264150943394,0.0,0.02830188679245283
178,portuguese,E,C,0.16037735849056603,0.2830188679245283,0.33962264150943394,0.20754716981132076,0.0,0.009433962264150943
179,portuguese,C,A,0.3867924528301887,0.10377358490566038,0.20754716981132076,0.18867924528301888,0.018867924528301886,0.09433962264150944
180,portuguese,D,NA,0.05660377358490566,0.09433962264150944,0.3113207547169811,0.14150943396226415,0.02830188679245283,0.36792452830188677
